year,state_postcode,initiative,BOS_topic,BOS_summary,passed,notes
2012,AL ,0,LEG, sets legislative salaries at median state income,1,
2012,AL ,0,FUNCT, removes restrictions on merger of telephone companies,1,
2012,AL ,0,FUNCT, Allow legislature to regulate banks,1,
2012,AL ,0,LOCAL, prohibit cities outside Lawrence County from taxing and regulating,1,
2012,AL ,0,LOCAL, Baldwin 1,1,
2012,AL ,0,LOCAL, Baldwin 2,1,
2012,AL ,0,LOCAL, Bullock,1,
2012,AL ,0,LOCAL, Calhoun,1,
2012,AL ,0,LOCAL, Covington,0,
2012,AL ,0,LOCAL, Cullman,1,
2012,AL ,0,LOCAL, Etowah 1,1,
2012,AL ,0,LOCAL, Etowah 2,0,
2012,AL ,0,LOCAL, Jackson,1,
2012,AL ,0,LOCAL, Madison,1,
2012,AL ,0,LOCAL, Marengo,1,
2012,AL ,0,LOCAL, Marion,0,
2012,AL ,0,LOCAL, Marshall,1,
2012,AL ,0,LOCAL, Montgomery,1,
2012,AL ,0,LOCAL, Perry,1,
2012,AL ,0,LOCAL, Tuscaloosa,1,
2012,AL ,0,LOCAL, Winston,1,
2012,AZ ,0,BOR, Crime victims are not subject to damages claims by persons harmed while committing a crime,1,
2012,AZ ,0,JUD, increase terms of judges from 6 to 8 years and raise retirement age,0,
2012,AZ ,0,FIN, limit exemptions for business-related personal property,0,
2012,AZ ,0,FIN, lowers assessed value of property,1,
2012,AZ ,0,FIN, sets a certain maximum distribution from the permanent fund to 2.5%,1,
2012,AZ ,0,MISC, allows legislature to exchange lands surrounding military bases,1,
2012,AZ ,0,MISC, declare state sovereignty over natural resources including federal land,0,
2012,AZ ,1,SUFF/ELECT, adopt top-two primary system,0,
2012,AR ,0,FIN, levy a half-cent sales tax increase to fund bonds for roads,1,
2012,AR ,0,LOCAL, allows cities to create special districts to issue bonds,0,
2012,CA ,1,LEG, change legislative term-limit rules,1,
2012,CA ,1,FIN, Increase various taxes ,1,
2012,CA ,1,LEG, establish a two-year budget cycle,0,
2012,CO ,1,MISC, legalize marijuana ,1,
2012,CO ,1,SUFF/ELECT, recommend changes in federal campaign finance law,1,
2012,CO ,0,FUNCT, change state personnel system,1,
2012,FL ,0,BOR, anti-health care mandate,0,
2012,FL ,0,FIN, property tax exemption for certain veterans,1,
2012,FL ,0,FUNCT, change the formula in the current spending limit,0,
2012,FL ,0,FIN, limit increases in property-tax assessments,0,
2012,FL ,0,JUD," allow legislature to repeal court rules with only a majority, not 2/3 vote",0,
2012,FL ,0,BOR, prohibit public funding of abortions,0,
2012,FL ,0,BOR, alter the religious establishment clause for education funding,0,
2012,FL ,0,FIN, property tax exemption for surviving spouse of veteran,1,
2012,FL ,0,FIN, increase personal property exemptions for tangible property,0,
2012,FL ,0,FIN, AllowLOCALities to give tax relief to poor elderly homeowners,1,
2012,FL ,0,FUNCT, regarding student representative on state university board,0,
2012,GA ,0,FUNCT, reverse court ruling that limits charter schools,1,
2012,GA ,0,MISC, allows multi-year rental agreements entered into by state,1,
2012,HI ,0,DEBT, allows revenue bonds for dam repair,0,
2012,HI ,0,JUD, authorize chief justice to recall retired judges to serve temporarily,0,
2012,ID ,0,BOR, right to hunt and fish,1,
2012,ID ,0,FUNCT, assigns felony probation and parole to state board of corrections,1,
2012,IL ,0,FUNCT," require 3/5 vote before any increase in pension benefits can be approved (measure got 56% support, but it needed 60% per Illinois rules)",0,
2012,KS ,0,FIN, allow for lower property taxes on boats,1,
2012,KY ,0,BOR, right to hunt and fish,1,
2012,LA ,0,FIN, disallows diversion of funds from Medicaid trust fund to general fund,1,
2012,LA ,0,BOR, strong gun rights amendment,1,
2012,LA ,0,LEG, requires more advance filing of bills regarding public retirement systems,1,
2012,LA ,0,FIN, property tax exemptions for spouses of veterans dying in service,1,
2012,LA ,0,MISC, allow denial of benefits to public employees convicted of felony,1,
2012,LA ,0,LOCAL, allow Iberia to grant tax exemptions,0,
2012,LA ,0,FUNCT, restructure composition of boards and commissions,1,
2012,LA ,0,FIN, property-tax exemptions for businesses selling to out-of-state customers,1,
2012,LA ,0,LEG, a procedural requirement for bills creating special districts,1,
2012,MD ,0,JUD, require PG County judges to be admitted to state bar,1,
2012,MD ,0,JUD, requires Baltimore County judges to be admitted to state bar,1,
2012,MD ,0,MISC, allow for quicker removal of elected officials who commit crimes,1,
2012,MI ,1,BOR, establish right to collective bargaining for public and private sector,0,
2012,MI ,1,MISC, requirement that utilities get 25% of energy from renewable energy,0,
2012,MI ,1,MISC, regulate home health providers,0,
2012,MI ,1,FIN, require 2/3 legislative vote or popular referendum to raise taxes,0,
2012,MI ,1,FUNCT, require a popular referendum before building international bridge,0,
2012,MN ,0,BOR, SSM ban,0,
2012,MN ,0,SUFF/ELECT, voter ID requirement,0,
2012,MO ,0,BOR, right to pray in school amendment,1,
2012,MO ,0,JUD, would have changed the composition of the judicial nominating commission,0,
2012,NE ,0,MISC, allows impeachment for crimes committed in pursuit of office,1,
2012,NE ,0,BOR, right to hunt and fish,1,
2012,NE ,0,LEG, change legislative term limits to allow for 3 instead of 2 terms,0,
2012,NE ,0,LEG, increase legislative salaries,0,
2012,NV ,0,LEG, allows legislature to convene a special session on a 2/3 vote,1,
2012,NH ,0,JUD, designates chief justice as administrative head of state courts (got ½ ,0,
2012,NH ,0,FIN, prohibit new income taxes,0,
2012,NJ ,0,JUD, overturn court decision and allow benefits changes to be applied to judges,1,
2012,NM ,0,JUD, add two members to judicial standards commission,1,
2012,NM ,0,FUNCT, add educational requirement for service on a certain commission,1,
2012,NM ,0,FUNCT, move chartering of corps. from a regulatory commission to SOS,1,
2012,NM ,0,FUNCT, move regulatory power from a regulatory commission to new Supt of Insurance,1,
2012,NM ,0,FUNCT, create new state public defender agency,1,
2012,NC ,0,BOR, SSM ban,1,
2012,ND ,0,LEG, prohibit apptment of legislature to an office whose salary was increased while legislator was in office,1,
2012,ND ,1,FIN, eliminates property tax and replaces with other taxes,0,
2012,ND ,1,BOR, RFRA,0,
2012,ND ,0,SUFF/ELECT, repeal of provision allowing poll tax,1,
2012,ND ,0,EXEC, requires executive officials to take an oath of office,1,
2012,ND ,1,MISC, declares a right to farm using certain methods ,1,
2012,OH ,1,SUFF/ELECT, create independent redistricting commission ,0,
2012,OK ,0,FIN, change the limit on annual increase for property taxes from 5 to 3 %,1,
2012,OK ,0,BOR, affirmative action ban,1,
2012,OK ,0,EXEC, remove governor from parole process,1,
2012,OK ,0,DEBT, authorizes bonds for reserve fund for water resources board,1,
2012,OK ,0,FUNCT, allows legislature to create state welfare commission,1,
2012,OK ,0,FIN, exempt intangible property from property taxes,1,
2012,OR ,0,EXEC, allow governor to declare emergency in catastrophic disasters,1,
2012,OR ,0,MISC, minor non-substantive wording changes describing branches of government,1,
2012,OR ,1,FIN, ban on real-estate transfer taxes,1,
2012,OR ,1,MISC, allows private casinos ifLOCAL voters approved in a referendum,0,
2012,OR ,1,FIN, allows for extra corporate income tax revenue to be dedicated to education spending rather than returned to taxpayers as under the current TEL,1,
2012,RI ,0,MISC, allow table games at casino in Twin River,1,
2012,RI ,0,MISC, allow table games at casino in Newport Grant,1,
2012,SC ,0,EXEC, require gov and LG to run as a team,1,
2012,SC ,0,MISC, would have changed various rules regarding corporations (such as eliminate requirement for cumulative voting for board of directors),0,
2012,SC ,0,LEG, removes a fixed legislative travel reimbursement rate and leaves to the leg.,0,
2012,SC ,0,FIN, changes the amount of money transferred from a cement trust fund to general fund each year,1,
2012,SC ,0,FIN, balanced-budget amendment (requires gov to propose and requires appropriations to equal revenue),1,
2012,UT ,0,FIN, require a portion of severance tax money to go to permanent trust fund,1,
2012,UT ,0,FIN, property tax exemption for military and spouses,1,
2012,VA ,0,BOR, eminent domain limits,1,
2012,VA ,0,LEG, allow legislature to delay start of special session by a week,1,
2012,WA ,0,DEBT," among other things, lower the share of the state budget that can go to debt servicing from 9 to 8 percent",1,
2012,WA ,0,FUNCT, allow state research universities to invest funds,0,
2012,WV ,0,MISC, remove term limits on sheriffs,0,
2012,WY ,0,BOR, anti-health-care amendment,1,
2012,WY ,0,BOR, right to hunt and fish,1,
2012,WY ,0,JUD, expand the duties of district court commissioner; allow them to perform other duties assigned by district court judge,0,
2013,CO ,1,FIN," would have increased income taxes, set a minimum education spending level, and in some ways weakened spending caps from TABOR",0,
2013,DE ,0,JUD, extend term for justices of the peace in later terms (after the 3rd reappointment) from 6 to 8 years,1,
2013,DE ,0,BOR, make it quicker for restoration of felon voting rights by removing the prior 5-year waiting period for felons after completing their sentence,1,
2013,DE ,0,JUD, adds the US Bankruptcy Courts to the list of courts and commissions that may certify questions of law to the state supreme court.,1,
2013,NJ ,0,MISC,allow veterans groups to hold bingo games to raise money,1,
2013,NJ ,0,MISC, increased the minimum wage,1,
2013,NY ,0,MISC,allows for seven new casinos,1,
2013,NY ,0,MISC, gives disabled veterans more credit in civil-service system,1,
2013,NY ,0,DEBT, allowsLOCALities to exceed debt limit when building sewage facilities,1,
2013,NY ,0,MISC, a resolution of a private dispute over a land claim in forest preserve,1,
2013,NY ,0,MISC, a particular issue concerning land in the forest preserve,1,
2013,NY ,0,JUD, increase mandatory judicial retirement age from 70 to 80,0,
2013,TX ,0,FIN, property-tax exemption for surviving spouse of military personnel killed on duty,1,
2013,TX ,0,MISC, remove obsolete language regarding a Medical Education Board,1,
2013,TX ,0,FIN, allows more liberal tax exemption for aircraft parts,1,
2013,TX ,0,FIN, property tax exemption for disabled veterans living in donated house,1,
2013,TX ,0,MISC, allow for reverse mortgages,1,
2013,TX ,0,FIN, allow for transfer of funds from rainy day fund to pay for water projects,1,
2013,TX ,0,LOCAL, regarding rules for filling vacancies on city councils,1,
2013,TX ,0,LOCAL, repeal provision regarding a hospital district in Hidalgo County,1,
2013,TX ,0,JUD, expand the range of sanctions that can be given to judges,1,
2014,AL,0,LOCAL, Mobile County  hand over control of water to Pritchard County,1,
2014,AL,0,LOCAL, Franklin County  sales tax measure,1,
2014,AL,0,MISC, made cotton-farmer contribution to a cotton fund mandatory instead of allowing it to be voluntary by letting them get a refund for their assessment,1,
2014,AL,0,JUD, no recognizing foreign laws that violate the state or federal constitution,1,
2014,AL,0,DEBT, a bond issue to build a national armory,1,
2014,AL,0,BOR, strengthen the right to bear arms,1,
2014,AL,0,FIN, requires 2/3 vote of leg to pass an unfunded mandate that requiresLOCAL school board to spend more than $50K total,1,
2014,AL,0,BOR, strengthen the right to hunt and fish by altering current language,1,
2014,AL,0,LOCAL, Cullman County,1,
2014,AL,0,LOCAL, Escambia County,1,
2014,AL,0,LOCAL, Franklin County,1,
2014,AL,0,LOCAL, Shelby County,1,
2014,AZ,0,MISC, allowing non-state orLOCAL cooperation with or spending on illegitimate federal laws,1,
2014,AR,0,LEG, require administrative rules to be approved by the legislature (right now they have to review them but cannot reject them),1,
2014,AR,0,AMEND, change slightly the rules for when a DD-petitioner can get extra time to get signatures  making it harder for them to get extra time,1,BOS_topic recoded by RWB from SUFF/ELECT
2014,AR,0,LEG, extend term limit length from 8 to 16 years  and limit lobbying and regulate legislator salary-setting,1,
2014,AR,1,MISC, allow alcohol sales statewide  in essence endingLOCAL-option,0,
2014,CA,0,LOCAL, require moreLOCAL government compliance with open government/records rules,1,
2014,CA,0,FIN, require more money to be deposited in state rainy day fund,1,
2014,CO,1,BOR, personhood of a sort,0,
2014,CO,1,FIN, allow gambling at racetracks and then give the money to an education fund,0,
2014,CT,0,SUFF/ELECT, authorize legislature to allow/expand early voting,0,
2014,FL,1,FIN, dedicate funding from an existing excise tax on documents to a land acquisition trust fund,1,
2014,FL,1,MISC, legalize medical marijuana,0,
2014,FL,0,JUD, authorize the governor to make a prospective judicial appointment,0,
2014,GA,0,FIN, prohibit the legislature from raising the individual income tax above the current rate,1,
2014,GA,0,MISC, authorize the legislature to set additional fines/penalties for reckless driving,1,
2014,HI,0,JUD, require merit commission to release names of all names forwarded to the governor,1,
2014,HI,0,DEBT, authorize special bonds for agriculture,1,
2014,HI,0,JUD, increase retirement age from 70 to 80,0,
2014,HI,0,FUNCT, allow legislature to rely on and fund private entities to deliver pre-K schooling,0,
2014,HI,0,DEBT, authorize special bonds for dams and reservoirs,1,
2014,ID,0,LEG, allow legislative delegation of rulemaking authority to administrative agencies but giving the legislature power to approve or reject administrative rules,0,
2014,IL,0,BOR, strengthen existing victims’ rights provision,1,
2014,IL,0,SUFF/ELECT, no denial of right to vote  would seem to prohibit voter id,1,
2014,KS,0,MISC, authorize leg to allow certain nonprofits to run raffles,1,
2014,LA,0,FIN, creates hospital-paid-into trust fund to pay for Medicaid reimbursements,1,
2014,LA,0,FIN, assess fees on hospitals as a way of drawing down/getting federal funds for Medicaid,1,
2014,LA,0,MISC, very complicated  allow a tax collector to participate in tax-sale of property,0,
2014,LA,0,FIN, create state infrastructure fund to pay for transportation projects,0,
2014,LA,0,JUD, eliminate altogether mandatory retirement age (currently 70),0,
2014,LA,0,LOCAL, authorize one parish to raise its tax to fund police and fire,1,
2014,LA,0,FIN, changes to homestead exemption for disabled veterans,1,
2014,LA,0,FIN, establish an artificial reef fund where certain current revenue would be deposited,1,
2014,LA,0,FIN, a specific measure regarding how disabled homeowners certify their income to claim property-tax relief,0,
2014,LA,0,MISC, a very specific measure dealing with blighted property,1,
2014,LA,0,EXEC," allows 21 executive departments, instead of the current 20, thus allowing another dept.",0,
2014,LA,0,FUNCT, a modest change in how wildlife commission members are selected,0,
2014,LA,0,LOCAL, a New Orleans-related amendment regarding the city’s selling of property,0,
2014,LA,0,LEG, prohibits leg from considering tax rebates/exemptions during even-number years,0,
2014,MD,0,FIN, establish on a constitutional basis (rather than the current statutory basis) a transportation trust fund whose money can only be used to pay for transportation projects,1,
2014,MD,0,LOCAL, allow county charters to provide for filling vacant executive positions through special elections,1,
2014,MS,0,BOR, establish right to hunt and fish,1,
2014,MO,0,BOR, a right to farm,1,
2014,MO,0,BOR," strengthen the right to keep and bear arms  make it inalienable and impose a strict-scrutiny requirement, and have it apply to ammunition as well",1,
2014,MO,0,FIN, increase sales tax for a 10-year period to pay for transportation projects,0,
2014,MO,0,MISC, create new lottery ticket with the proceeds going to veterans,0,
2014,MO,0,BOR, provide greater search-and-seizure protection against electronic surveillance,1,
2014,MO,0,BOR, a court-overturning amendment  allowing propensity evidence (concerning evidence of past criminal acts) to be admitted in trials for sex crimes targeting a minor  the state court had invalidated prior legislative efforts to allow such evidence; this amendment overturned those decisions,1,
2014,MO,1,FUNCT, tie teacher pay to performance evaluations,0,
2014,MO,0,SUFF/ELECT, allow 6-day early voting period,0,
2014,MO,0,EXEC, would limit some of the governor’s budget powers  it gets complicated and involves several parts; but some parts restrict the governor’s ability not to spend money appropriated by the leg and prevent him from proposing a budget based on estimates of revenue not yet provided for in law,1,
2014,MT,0,FUNCT, rename state auditor  new name: commissioner of securities and insurance,0,
2014,NV,0,JUD, create an intermediate appellate court,1,
2014,NV,0,FIN, remove a 5% tax cap on mining  thereby allowing the legislature to impose a higher tax,0,
2014,NJ,0,BOR," allow judges to order pre-trial detention of certain criminal defendants (that is, no bail) and authorizes legislature to enact laws governing such detentions",1,
2014,NJ,0,FIN, increase from 4 to 6 % the amount of business taxes dedicated to environmental programs,1,
2014,NM,0,SUFF/ELECT, prior rule: no school-board elections at same day as ANY other elections; proposed new rule: no school-board elections on same day as other partisan elections  allowing them on same day as non-partisan elections  got 58 percent but needed 75% approval under NM rules for school and suffrage matters,0,
2014,NM,0,FUNCT," put a student on a Northern New Mexico College Board of Regents, to go along with existing student members on other college boards",1,
2014,NM,0,JUD, corrects an irregularity in current rules by allowing the legislature to set a certain date for candidate filing in judicial retention elections,1,
2014,NM,0,LOCAL, allow certain counties to become “urban counties” that qualify for home-rule status,1,
2014,NM,0,FIN, technical changes in management of Land Grant Permanent Fund,1,
2014,NY,0,SUFF/ELECT, establish redistricting commission for leg and cong districts,1,
2014,NY,0,LEG, allow electronic filing of bills rather than paper filing,1,
2014,NC,0,BOR, allow felony defendants to waive jury trial,1,
2014,ND,0,SUFF/ELECT, change the filing deadline for initiative petitions to make it earlier in the cycle (120 days prior rather than 90 days prior)  the old deadline was quite late in the cycle,1,
2014,ND,0,BOR, personhood,0,
2014,ND,0,FIN, ban on real-estate transfer tax  of the sort recently adopted in several states,1,
2014,ND,0,FUNCT, eliminate existing elected higher ed board and replace it with appointed commission,0,
2014,ND,0,SUFF/ELECT, require initiated ballot measures with major financial impact to appear on gen-elect ballot and ban any initiatives that would call for a specific legislative appropriation,0,
2014,ND,1,FIN, would have taken 5 % of oil extraction tax revenue and deposited it in trust fund to pay for conservation projects,0,
2014,OH,0,DEBT, issue bonds for public infrastructure capital improvements,1,
2014,OK,0,MISC, let public officials serve in National Guard and not run afoul of dual-office-holding rules,1,
2014,OK,0,FIN, technical homestead adjustment  allow veteran with homestead to sell homestead and buy new homestead in the same year and keep exemption,1,
2014,OK,0,FIN, homestead tax exemption for surviving spouse of veteran killed in duty,1,
2014,OR,0,DEBT, establish post-secondary fund and allow the state to incur debt to raise money for the fund,0,
2014,OR,0,JUD, allow state judges to be employed in national guard and in universities  overcoming current SOP restrictions,1,
2014,OR,1,BOR, equal rights based on gender,1,
2014,RI,0,MISC, allow casino gambling at the Newport Grand,0,
2014,RI,0,MISC, require that any change in location of a gambling place be approved in a statewide referendum and by the voters in theLOCALity where the gambling place would move  ,1,
2014,SC,0,MISC, allow non-profit groups to run raffles,1,
2014,SC,0,EXEC, provide for gubernatorial appointment rather than election of adjutant general,1,
2014,SD,0,MISC, allow certain types of gambling in Deadwood upon voter approval,1,
2014,TN,0,BOR, authorize abortion restrictions  a court-responsive amendment,1,
2014,TN,0,JUD, move to federal model of selection in place of merit commission,1,
2014,TN,0,FIN, prohibit any passage of a tax on earned income,1,
2014,TN,0,MISC, authorize legislature to allow lotteries for events benefiting certain non-profit groups,1,
2014,TX,0,FIN, allow oil and gas taxes currently going to the rainy day fund to be diverted to the transportation fund to pay for transportation projects,1,
2014,UT,0,FUNCT, a minor change in the composition of the state tax commission,0,
2014,UT,0,EXEC, a minor change in LG election  no need to stand for election at the next general election if appointed mid-term  this election can wait until the next governor’s election,1,
2014,UT,0,EXEC, authorizes various executive-branch officials to hire legal counsel,0,
2014,VA,0,FIN, grant property-tax exemption to spouses of military killed in action,1,
2014,WV,0,FIN, grant property tax exemption for certain nonprofits  only a Scout camp qualifies,1,
2014,WI,0,FIN," create a transportation trust fund from money deposited from gas tax and vehicle registration fees, and stipulate that the money can only be spent on transportation projects",1,
2014,WY,0,FUNCT, allow appointment of non-residents to university board of trustees,0,
2015,DE,0,JUD, expand the list of entities that may certify questions of law to the Delaware Supreme Court allows certification of questions of law by the highest appellate court of nay foreign country or any foreign governmental agency regulating the public issuance or trading of securities to Delaware Supreme Court,1,
2015,LA,0,FIN, a complicated measure that would have applied to an existing rainy day fund it would have created a newly labeled rainy day fund that would also include transportation in the title and would have provided in complex fashion for proceeds from the state’s mineral tax to go into this fund and be dedicated for roads,0,
2015,LA,0,FIN, allow the state treasurer to invest money in a newly created state transportation infrastructure bank (apparently this was a slightly revised version of a failed amendment in 2014 that passed this time in altered form),1,
2015,LA,0,LEG, would have allowed the legislature in fiscal sessions (that take place in odd-years) to consider a slightly broader range of bills relative to money,0,
2015,LA,0,FIN, a court-overturning amendment making clear that a property tax exemption for property used for public purposes does not apply to property in LA held by other states orLOCAL governments in other states from the PAR report: “A recent Louisiana appeals court decision has incorrectly refused to heed the Louisiana Supreme Court’s guidance that has been followed for nearly 65 years on this issue. This amendment is needed now to rectify this errant court ruling and to require Louisiana parish assessors and sheriffs to collect taxes that are rightfully theirs.LOCAL governments are under financial strain and should be allowed to collect taxes owed by out-of-state entities. The neighboring states of Texas and Mississippi already make it explicit that their property tax exemption only applies to their state andLOCAL subdivisions.”,1,
2015,MI,0,FIN, increase the sales tax and use it for road-building,0,
2015,MS,0,FUNCT, the competing education measure,0,
2015,MS,1,FUNCT," the first use of the MS indirect initiative process, since its creation in 1992, in the sense that this was the first time that the legislature exercised its power to craft an alternative measure (has this ever been done in Massachusetts?  Check with Lawrence Friedman on this) once the legislature crafted an alternative proposal, this triggered a complex process that all agreed was very complex for voters to follow, in that voters first had to say whether they wanted to change the constitution at all, and then if so which of the two competing options did they prefer for statistical purposes, I’m going to count this as one proposal and one failure, though clearly an asterisk is in order",0,
2015,OH,0,SUFF/ELECT," anti-monopoly measure spurred by the pending marijuana measure and also by a memory of the casino measure – set up an interesting situation if the marijuana measure had passed, in terms of how to handle the conflict – here were the views on this, which of course did not materialize",1,
2015,OH,0,SUFF/ELECT," independent redistricting commission for congressional districts an interesting situation in terms of how this got on the ballot, in that it had been on the agenda of the commission, but then got on the ballot independently of the commission proposal it is a very complicated proposal",1,
2015,OH,1,MISC, Legalize recreational marijuana and entrench the growers,0,
2015,TX,0,FIN, increase the standard residence homestead tax exemption from $15K to $25K,1,
2015,TX,0,FIN," property-tax exemption for surviving spouses of disabled veterans an earlier TX amendment already did this, but it unintentionally only applied to spouses of veterans who died before 2010, when the earlier measure passed; this amendment rectifies this oversight and applies to later deaths",1,
2015,TX,0,EXEC, changes a longstanding and common requirement that executive officials live in the state capital ,1,
2015,TX,0,MISC, allow professional sports teams to run charitable raffles currently only nonprofits are allowed to run charitable raffles,1,
2015,TX,0,FUNCT," allows slightly larger counties to construct and maintain private roads (I’m not entirely sure what this entails) before the amendment passed, this could only be done by counties of less than 5K population this amendment allows this to be done by counties with less than 7.5K population",1,
2015,TX,0,BOR," a right to hunt, fish, and harvest",1,
2015,TX,0,FIN," when revenue from the sales and use tax and from the motor vehicle sales, use, and rental tax exceeds a specified amount in a given year, the excess revenue will go into the state highway fund to be used for roads this 2015 amendment follows passage of a 2014 amendment that also increased the money going into the highway fund (the 2014 amendment diverted money from the rainy day fund into the highway fund)",1,
2015,WI,0,JUD, change the process for selecting the supreme court chief justice do it by majority vote of the justices led to controversy and federal litigation,1,
2016,AL,0,JUD, regarding a retirement plan for district attorneys and circuit court clerks,1,
2016,AL,0,LOCAL, Shelby County alcohol sales,1,
2016,AL,0,LOCAL, St. Clair judges,1,
2016,AL,0,FUNCT, regarding Auburn University board of trustees,1,
2016,AL,0,FIN, prevent diversion of money from parks to other purposes,1,
2016,AL,0,AMEND, revise the process of puttingLOCAL amendments on the ballot,1,
2016,AL,0,LOCAL, a home-rule amendment of sorts,1,
2016,AL,0,LEG, change SOP language applies to exec and jud as well but I’ll classify it as leg,1,
2016,AL,0,LEG, change impeachment language,1,
2016,AL,0,LOCAL, Etowah County sheriffs,1,
2016,AL,0,MISC, right to work,1,
2016,AL,0,LOCAL, Pickens County judicial retirement age (did not get sufficientLOCAL approval),0,
2016,AL,0,LOCAL, Calhoun County police,1,
2016,AL,0,LOCAL, tax increment financing,1,
2016,AL,0,LOCAL, Baldwin toll road (did not get sufficientLOCAL approval),0,
2016,AL,0,SUFF/ELECT, no age limit can be placed on a non-judicial office,1,
2016,AL,0,LEG, a complicated matter concerning how the legislature passesLOCAL laws and the budgetary implications,1,
2016,AL,0,LOCAL, Autaga,1,
2016,AL,0,LOCAL, Baldwin 1,1,
2016,AL,0,LOCAL, Baldwin 2,1,
2016,AL,0,LOCAL, Baldwin 3,0,
2016,AL,0,LOCAL, Baldwin 4,1,
2016,AL,0,LOCAL, Baldwin 5,1,
2016,AL,0,LOCAL, Dekalb,1,
2016,AL,0,LOCAL, Fayette,1,
2016,AL,0,LOCAL, Henry,1,
2016,AL,0,LOCAL, Houston,1,
2016,AL,0,LOCAL, Jefferson,1,
2016,AL,0,LOCAL, Lamar,1,
2016,AL,0,LOCAL, Lauderdale,1,
2016,AL,0,LOCAL, Madison,1,
2016,AL,0,LOCAL, Marion,1,
2016,AL,0,LOCAL, Monroe,1,
2016,AL,0,LOCAL, Montgomery,1,
2016,AL,0,LOCAL, Shelby 1,1,
2016,AL,0,LOCAL, Shelby 2,1,
2016,AL,0,LOCAL, Winston,1,
2016,AK,0,DEBT, would have authorized the legislature to incur debt to pay for college loans,0,
2016,AZ,0,FIN," raise more money for schools by transferring money to schools from various funds, including a land-trust endowment",1,
2016,AZ,0,MISC, changing the public employees retirement system and in such a way as necessitated a constitutional change,1,
2016,AR,0,LOCAL, extend term of certainLOCAL officials to 4 years,1,
2016,AR,0,EXEC, regarding the power of the governor when he travels out of state,1,
2016,AR,0,DEBT, remove a cap on the amount of bonds the state is able to float,1,
2016,AR,1,MISC, legalize medical marijuana,1,
2016,CA,0,LEG, require 2/3 vote to suspend without pay and privileges a legislator,1,
2016,CA,1,FIN, prevent legislature from diverting Med-Cal fees to other purposes,1,
2016,CA,1,DEBT, require voter approval for revenue bonds above $2 billion,0,
2016,CA,1,LEG, require bills to be posted on internet 72 hours in advance,1,
2016,CA,1,FIN, extend by 12 years a temporary income-tax hike on upper-income earners adopted in 2012,1,BOS_topic recoded by RWB from FISC
2016,CA,1,FIN, increase cigarette tax by $2 a pack,1,BOS_topic recoded by RWB fromFISC
2016,CA,1,MISC, regarding terms of parole for non-violent felony offenders,1,
2016,CO,0,BOR, eliminate from anti-slavery provision an exception for criminal punishment (very close though),0,
2016,CO,0,FIN, grant a property-tax exemption for possessory interest under $6000,0,BOS_topic recoded by RWB fromFISC
2016,CO,1,MISC, establish a universal health-care system financed by a tax increase,0,
2016,CO,1,MISC, minimum-wage increase,1,
2016,CO,1,AMEND, increase signature req and add distribution req for ICAs and increase voter approval rule to 55 percent for all amendments,1,
2016,CO,1,FIN, increase the cigarette tax,0,BOS_topic recoded by RWB fromFISC
2016,FL,0,FIN, property-tax exemptions for renewable energy arrangement in homes,1,BOS_topic recoded by RWB from FISC
2016,FL,1,MISC, also dealing with renewable/solar energy but very complex and backed by utilities,0,
2016,FL,1,MISC, legalize medical marijuana,1,
2016,FL,0,FIN, property-tax reduction for first responders,1,
2016,FL,0,FIN, property-tax reduction for senior citizens,1,
2016,GA,0,FUNCT, authorize opportunity school districts whereby the state would take over failing schools,0,
2016,GA,0,MISC, authorizes additional penalties for sex offenses and for use of fines for certain purposes,1,
2016,GA,0,JUD, abolish the current judicial qualifications commission and replace it with a new one,1,
2016,GA,0,FIN, dedicate revenue from fireworks sales tax to certain purposes (after leg recently legalized fireworks sales),1,
2016,HI,0,BOR, would have increased the threshold req. from 5K to 10K for holding a jury trial in civil cases,0,
2016,HI,0,FIN, amend the rainy-day fund provision to permit the legislature to use excess revenue for two additional purposes: debt-service and pension-liability payments (very narrowly beat the ME rule),1,
2016,ID,0,LEG, permit the legislature to exercise the legislative veto over admin regs (constitutionalizing what is now on a statutory basis) (following defeat of an amendment in 2014),1,
2016,IL,0,FIN, require all transportation-related taxes be used only for transportation projects,1,
2016,IN,0,BOR, right to hunt and fish,1,
2016,KS,0,BOR, right to hunt and fish,1,
2016,LA,0,LOCAL, setting new qualifications for serving as a registrar of voters in each parish,1,
2016,LA,0,FUNCT," would have allowed colleges to set their own tuition, rather than the leg as is currently done",0,
2016,LA,0,FIN, no longer allow federal income tax payments to be deducted by businesses when figuring state corporate income tax but would have set a flat corporate tax rate rather than a fluctuating rate currently in place (emerged from one of the special legislative sessions this year to deal with tax issues),0,
2016,LA,0,FIN, allow property-tax exemption for unmarried surviving spouses of first responders or military personnel who died while on duty,1,
2016,LA,0,FIN, establish a revenue stabilization trust fund for mineral and corporate tax revenue to pay for construction and transportation,1,
2016,LA,0,FIN," allow a small portion of money from certain trust funds to be used to make up budget shortfalls (in essence, allow the legislature to tap more readily into certain funds during economic downturns)",0,
2016,MD,0,EXEC," requires that when governor fills a vacancy in AG or Comptroller, the appointee shall be of the same party as the departing official",1,
2016,MN,0,LEG, take away from legislators the power to set their own pay and give the task to a commission,1,
2016,MO,1,SUFF/ELECT, impose a range of limits on campaign contributions after the leg repealed a prior campaign-finance law a decade earlier,1,
